product_id,title,reference_price,current_price,jd_url,image_url,specs,shop_name,comment_count,crawl_time
1745737149,利民HR-22 PLUS,699.0,,,https://2b.zol-img.com.cn/product/199_320x240/161/ceOwoWh3hidaI.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel：775/115X/1366/2011/2011-3/2066
智能温控	支持智能温控
电源参数	12V，0.25A
产品尺寸	散热器：150×120×159mm
产品重量	散热器：1330g
风扇数量	1个
轴承类型	双滚珠轴承（Dual Ball Bearing）
转数描述	600-1800±10%RPM
最大风量	33.98-90.96CFM
风压	0.32-3mmaq
噪音	19-25dB
热管数量	8个
热管材质	铜
其它参数	鳍片片数：35片",,,2025-04-27 14:59:09
1745737178,海盗船H100i PRO RGB,799.0,,,https://2a.zol-img.com.cn/product/194_320x240/190/cexie5VsREvM.jpg,"散热器类型	CPU散热器
散热方式	水冷
适用范围	Intel LGA 1150/1151/1155/1156/1366/2011/2011-3 /2066
发光方式	RGB
产品尺寸	276×120×427mm
产品重量	746g
风扇尺寸	120mm
转数描述	2400RPM
最大风量	75CFM
风压	4.2mmaq
噪音	37dB
热管材质	铜
散热片尺寸	276×120×27mm
散热片材质	铝
水冷排类型	240mm冷排
包装清单	Hydro系列 H100i v2水冷CPU冷却器 x1",,,2025-04-27 14:59:38
1745737207,九州风神船长240,659.0,,,https://2d.zol-img.com.cn/product/143_320x240/77/cer7CbVyYW2E.jpg,"散热器类型	CPU散热器
散热方式	风冷，水冷
适用范围	Intel LGA 2011-V3/2011/1150/1366/115X
智能温控	支持智能温控
使用寿命	100,000小时
产品重量	1183g
风扇尺寸	120×120×25mm
轴承类型	流体动态轴承（FDB）
最高转数	2200RPM
转数描述	600±200至2200±10%RPM
最大风量	182.24CFM
风压	3.71mmaq
噪音	17.6-39.3dB
其它参数	透明硬制管连接式设计
水冷排类型	240mm冷排
水冷排体积	274x120x27mm",,,2025-04-27 15:00:07
1745737213,酷冷至尊海魔120（RL-S12V-20PB-R1）,279.0,,,https://2b.zol-img.com.cn/product/220_320x240/815/ce7IyErxszlNE.jpg,"散热器类型	CPU散热器
散热方式	风冷，水冷
适用范围	Intel LGA 2011/1150/1366/115X/775
发光方式	单色光
智能温控	支持智能温控
电源参数	12V,0.34A
输入功率	4W
使用寿命	40,000小时
产品尺寸	154x119x27mm
风扇尺寸	120×120×25mm
轴承类型	来福轴承（Rifle bearing）
转数描述	800至2000±10%RPM
最大风量	95CFM
噪音	12-35dB
其它参数	水冷排材质：铝
水冷排类型	120mm冷排",,,2025-04-27 15:00:13
1745737219,超频三刀锋S85,80.0,,,https://2c.zol-img.com.cn/product/71_320x240/168/ceGUg6S4QsRMI.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel LGA 775/115X
智能温控	支持智能温控
电源参数	12V
使用寿命	40,000小时
产品尺寸	93x86.5x27mm
产品重量	195±5g
风扇尺寸	80mm
轴承类型	单滚珠轴承（1 Ball+1 Sleeve Bearing）
转数描述	1000至2700±10%RPM
最大风量	35CFM
噪音	16-25dB
热管数量	2个
热管材质	铜
包装清单	散热器本机 x1",,,2025-04-27 15:00:19
1745737395,利民AK120,159.0,,,https://2b.zol-img.com.cn/product/221_320x240/929/ce8aOoAGegRA.jpg,"散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel：LGA 115X/1200/2066/2011/17\XX AMD：AM4
发光方式	无光
产品尺寸	154*120*71mm
风扇数量	1个
风扇尺寸	120*120*25mm
最高转数	1500RPM
最大风量	66.17CFM
噪音	≤25.6dB
端子接口	4-PIN PWM
额定电压	DC 12V 0.2A",,,2025-04-27 15:03:15
1745737517,猫头鹰NF-A9 PWM,160.0,,,https://2a.zol-img.com.cn/product/199_320x240/694/ce1SRaDyZqtxQ.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	无光
主体材质	铝制
电源参数	12V,0.06A
输入功率	0.96W
产品尺寸	92x92x25mm
轴承类型	SSO2
最高转数	2000RPM
风压	2.28mmaq
噪音	22.8dB
包装清单	风扇 x1
保修政策	全国联保，享受三包服务
质保时间	6年
质保备注	6年质保
客服电话	075536605306",,,2025-04-27 15:05:17
1745737525,海盗船H115i PRO RGB,890.0,,,https://2e.zol-img.com.cn/product/199_320x240/326/ceNShUZR2Bh46.jpg,"散热器类型	CPU散热器，水冷散热器
散热方式	水冷
适用范围	Intel：LGA 1151/1150/1155/1156/1366/2011/2011-3/2066
适用尺寸	建议机箱：宽度大于210mm
发光方式	ARGB
智能温控	支持智能温控
电源参数	12V
风扇数量	2个
风扇尺寸	140×140×25mm
最高转数	1200RPM
最大风量	55.4CFM
噪音	20.4dB
水冷排类型	280mm冷排
包装清单	散热器本机 x1
保修政策	享受三包服务
质保时间	5年",,,2025-04-27 15:05:25
1745737532,海盗船LL120 RGB,299.0,,,https://2a.zol-img.com.cn/product/199_320x240/16/ce7ypgusqbqOY.jpg,"散热器类型	风扇
散热方式	风冷
适用范围	建议机箱：宽度大于180mm
发光方式	RGB
智能温控	支持智能温控
电源参数	12V，0.62A
使用寿命	40000小时
控制方式	软件控制
风扇数量	1个
风扇尺寸	120×120×25mm
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	2200±10%RPM
最大风量	63CFM
风压	3mmaq
噪音	36dB
包装清单	LL120 RGB 白色风扇 x3",,,2025-04-27 15:05:32
1745737539,利民银风 Arrow T8,499.0,,,https://2f.zol-img.com.cn/product/199_320x240/261/cejzskSC1Hdg.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
电源参数	12V
产品尺寸	散热器：155×103×158mm
产品重量	散热器：930g
风扇数量	1个
轴承类型	流体动态轴承（FDB）
转数描述	600-1800±10%RPM
最大风量	33.98-90.96CFM
噪音	19-25dB
热管数量	8个
热管材质	铜
其它参数	鳍片片数：43片
包装清单	散热器 x1",,,2025-04-27 15:05:39
1745737546,九州风神玄冰400 RGB,89.0,,,https://2b.zol-img.com.cn/product/222_320x240/151/ceM8sL4KAs7s.png,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel：LGA2066/2011-v3/2011/1151/1150/1155/1366
发光方式	RGB
智能温控	支持智能温控
电源参数	12V,0.11A
输入功率	1.32W
产品尺寸	135×84.8×157.4mm
产品重量	748g
风扇数量	1个
风扇尺寸	120×120×25mm
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	500-1500±10%RPM
最大风量	56.5CFM
风压	1.66mmaq
噪音	≤27dB",,,2025-04-27 15:05:46
1745737554,超频三降龙,129.0,,,https://2c.zol-img.com.cn/product/222_320x240/832/ce0gIe37yWwl6.jpg,"散热器类型	CPU散热器
散热方式	风冷
适用范围	支持Intel LGA 775/115X/2011/1366/2066
智能温控	支持智能温控
电源参数	12V,0.22-0.35±0.04A
产品尺寸	130×120×75mm
产品重量	390g
其它特点	超频三扣FIN技术，鳍片凸点纹理，炫酷LED光效
风扇尺寸	120×120×25mm
扇叶数量	9
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	1000-1800±10%RPM
最大风量	58CFM
噪音	18-25dB
热管数量	4个
热管材质	镀镍",,,2025-04-27 15:05:54
1745737561,海盗船H80i V2,749.0,,,https://2a.zol-img.com.cn/product/177_320x240/68/ceD3MCfc7p8JU.jpg,"散热器类型	CPU散热器
散热方式	水冷
产品尺寸	154*123*49mm
转数描述	2435±10%RPM
最大风量	70.69CFM
噪音	37.7dB",,,2025-04-27 15:06:01
1745737567,猫头鹰NH-U14S,529.0,,,https://2b.zol-img.com.cn/product/121_320x240/665/cecrVlhGb7gvA.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管，散热片
适用范围	Intel LGA 2011/1150/115x
智能温控	支持智能温控
输入功率	1.56W
使用寿命	150,000小时
产品尺寸	165x150x78mm
产品重量	935g
风扇尺寸	140×150×25mm
扇叶数量	7叶
轴承类型	SSO2轴承
最高转数	1500RPM
转数描述	300至1500±10%， 300至1200±10%（with L.N.A.）RPM
噪音	24.6dB
热管数量	6个
热管材质	铜",,,2025-04-27 15:06:07
1745737574,猫头鹰NH-L9i,300.0,,,https://2d.zol-img.com.cn/product/108_320x240/545/ceXcYebkNEWCo.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel LGA 1150/115X
输入功率	2.52W
使用寿命	150,92000小时
产品尺寸	37x95x95mm
产品重量	420g
风扇尺寸	92×92×25mm
最高转数	1800RPM
噪音	23.6dB
热管数量	2个
质保时间	6年
详细内容	本产品为用户提供多达6年免费保修期 针对中国区域（不含港、澳、台）所有购买猫头鹰产品用户，需提供购买证明（包含收据以及发票－带有销售日期、商家讯息）、产品编码方可获得保修服务！进入官网>>",,,2025-04-27 15:06:14
1745737583,海盗船H60,499.0,,,https://2a.zol-img.com.cn/product/58_320x240/180/ceIqq43P8xoA.jpg,"散热器类型	CPU散热器
散热方式	风冷，水冷
适用范围	AMD AM2/AM3
产品尺寸	120x152x27mm
风扇尺寸	120×120×25mm
最高转数	2000RPM
转数描述	2000±10%RPM
最大风量	54CFM
风压	3.2mmaq
噪音	30.2dB
水冷排类型	120mm冷排
包装清单	散热器本机 x1
保修政策	全国联保，享受三包服务
质保时间	2年
质保备注	质保2年
客服电话	010-8269-6865",,,2025-04-27 15:06:23
1745737883,乔思伯CR-2000GT,249.0,,,https://2d.zol-img.com.cn/product/225_320x240/183/ceEAMYtIjSdxw.png,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel：LGA115X/775
发光方式	ARGB
智能温控	支持智能温控
电源参数	12V
产品尺寸	159×120×134mm
产品重量	900g
其它特点	ARGB神光同步，1600多万种颜色变化，双塔双风扇，热管直触，6根热管
风扇数量	2个
风扇尺寸	120×120×25mm
扇叶数量	7叶
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	700-1800±10%RPM
最大风量	25.5-62.8CFM
噪音	18.1-29.5dB",,,2025-04-27 15:11:23
1745738043,利民Macho Rev.B,369.0,,,https://2f.zol-img.com.cn/product/197_320x240/543/ceguL75G3r4W6.jpg,"散热器类型	CPU散热器
散热方式	风扇
主体材质	金属
智能温控	支持智能温控
电源参数	12v
产品尺寸	140×102×162mm
产品重量	720g
风扇尺寸	152×140×26.5mm
扇叶数量	7叶
最高转数	1300RPM
转数描述	300-1300RPM
最大风量	16.9-73.6CFM
噪音	15-21dB
热管数量	6个
包装清单	散热器 × 1
质保时间	3年",,,2025-04-27 15:14:03
1745738075,ANTEC 战虎A40 战斗版,70.0,,,https://2f.zol-img.com.cn/product/190_320x240/873/cetuqNORGfZig.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel LGA 775/115X/1150/1366
产品尺寸	100x75x136.3mm
风扇尺寸	92×92×25mm
最高转数	2000RPM
最大风量	38CFM
噪音	22dB
热管数量	4个
热管材质	铜
其它参数	风扇LED内发光
质保时间	3年
详细内容	售后服务由品牌厂商提供，支持全国联保，可享有三包服务！如出现产品质量问题或故障，您可查询最近的维修点，由厂商的售后解决；也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受三包服务！进入官网>>",,,2025-04-27 15:14:35
1745738413,九州风神冰立方620数显版,319.0,,,https://2e.zol-img.com.cn/product/259_320x240/736/ceJ8Og0JCZQ6g.png,"产品型号	GP-Z-AK620-DIGITAL
散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel Socket LGA 2066/2011-v3/2011/1700/1200/115X AMD AM4/AM5
电源参数	12V,0.12A
输入功率	1.44W
产品尺寸	129*138*162mm
产品重量	1486g
风扇数量	1个
风扇尺寸	120×120×25mm
轴承类型	Fluid Dynamic Bearing
转数描述	500-1850±10%RPM
最大风量	68.99CFM
风压	2.19mmaq
噪音	≤28dB
热管数量	6个",,,2025-04-27 15:20:13
1745738434,cougar（骨伽）ACE50 风擎ACE50炫彩版工包,119.0,,,https://2c.zol-img.com.cn/product/252_320x240/372/ce1J8iknFuX1A.jpg,"产品型号	ACE50
散热器类型	风冷散热器
散热方式	风冷
发光方式	RGB
产品重量	500g
风扇尺寸	120*120*25mm
最高转数	800RPM
端子接口	INTEL1151（九代），INTEL LGA1700，AMD AM5
热管数量	4热管
散热片尺寸	152mm",,,2025-04-27 15:20:34
1745738683,超频三DE360,899.0,,,https://2a.zol-img.com.cn/product/248_320x240/72/cegV4CdtmmAyw.jpg,"散热器类型	一体式水冷散热器
散热方式	水冷
适用范围	Intel：LGA 115X/1200/1700/20XX AMD：AM3/AM4/AM5
产品尺寸	397×120×32mm
风扇数量	3个
风扇尺寸	120×120×25mm
最高转数	1850RPM
转数描述	10%±1850RPM
最大风量	71.86CFM
额定电压	DC 12V
水冷排类型	360mm冷排
冷头尺寸	70×70×55mm
水冷排体积	397×120×32 mm
水冷排厚度	32mm
水冷管长度	430mm",,,2025-04-27 15:24:43
1745738873,超频三东海双子星 S9 标准版,219.0,,,https://2d.zol-img.com.cn/product/221_320x240/191/cefnJ4MEhrxoE.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
发光方式	RGB
产品尺寸	130*136.5*153mm
风扇数量	2个
风扇尺寸	120*120*25mm
轴承类型	Hydro Bearing
最高转数	1800RPM
转数描述	800-1800RPM
最大风量	37.8-73.6CFM
噪音	18-28.6dB
端子接口	4-pin PWM
额定电压	DC 12V
热管数量	6个",,,2025-04-27 15:27:53
1745739474,爱国者银河T3散热器套装,209.0,,,https://2b.zol-img.com.cn/product/225_320x240/175/ceF6Wl1tJ6Qo2.png,"散热器类型	风扇
散热方式	风冷
发光方式	RGB
电源参数	12V
风扇数量	3个
风扇尺寸	120×120×25mm
扇叶数量	5叶
轴承类型	流体动态轴承（FDB）
最高转数	2000RPM
转数描述	±10%RPM
最大风量	56.5CFM
风压	2.28mmaq
噪音	30dB
包装清单	风扇 x3
质保时间	5年
客服电话	025-8467-8026",,,2025-04-27 15:37:54
1745739841,NZXT Kraken海妖 X73,1399.0,,,https://2a.zol-img.com.cn/product/225_320x240/254/cepEEFmHqXvg.jpg,"散热器类型	CPU散热器
散热方式	水冷
适用范围	Intel：LGA 1151/1150/1155/1156/2011/2011-3/2066
适用尺寸	建议机箱：宽度大于250mm
发光方式	RGB
主体材质	塑料
电源参数	12V
使用寿命	60000小时
产品尺寸	121×394×27mm
其它特点	CAM软件控制台
风扇数量	3个
风扇尺寸	120×120×26mm
轴承类型	流体动态轴承（FDB）
最高转数	2000RPM
最大风量	73.11CFM
风压	0.18-2.93mmaq",,,2025-04-27 15:44:01
1745739960,利民Frozen Magic EX 240,499.0,,,https://2c.zol-img.com.cn/product/225_320x240/600/ceI6a5gKesoBk.png,"散热器类型	CPU散热器
散热方式	水冷
适用范围	Intel，AMD
发光方式	RGB
电源参数	12V
使用寿命	40000小时
产品尺寸	277×120×27mm
风扇数量	2个
风扇尺寸	120×120×25mm
轴承类型	流体动态轴承（FDB）
转数描述	1850±10%RPM
最大风量	82CFM
风压	2.1mmaq
噪音	29.6dB
水冷排类型	240mm冷排
水冷头	72×72×52.5mm",,,2025-04-27 15:46:00
1745740088,利民TS120MINI,239.0,,,https://2c.zol-img.com.cn/product/208_320x240/908/ce6yul9L1QDsc.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel：LGA 115X/1200/2011/2066
电源参数	12V
产品尺寸	120×48×135mm
产品重量	520g
风扇数量	1个
风扇尺寸	120×120×25mm
轴承类型	S-FDB Bearing
转数描述	1850RPM
最大风量	82CFM
风压	2.1mmaq
噪音	29.6dB
热管数量	6
包装清单	散热器 x1",,,2025-04-27 15:48:08
1745740690,航嘉冷静王冰封400,99.0,,,https://2a.zol-img.com.cn/product/205_320x240/364/cel2a3LQFrXQI.jpg,"散热器类型	CPU散热器
散热方式	风冷
产品尺寸	126×79×162mm
最高转数	1500RPM
转数描述	800-1500±10%RPM
噪音	23dB
热管数量	4个
散热片尺寸	122×50×157mm
其它参数	额定电压：DC 12V
包装清单	散热器 x1",,,2025-04-27 15:58:10
1745741114,利民TL-C12S,109.0,,,https://2a.zol-img.com.cn/product/200_320x240/468/ce8DInEWzLHJg.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	RGB
电源参数	12V，0.2A
其它特点	+5V幻彩灯珠
风扇数量	1个
风扇尺寸	120×120×25mm
扇叶数量	9叶
轴承类型	流体动态轴承（FDB）
转数描述	1500±10%RPM
最大风量	66.17CFM
风压	1.53mmaq
噪音	25.6dB
包装清单	散热器本机 x1
质保时间	6年",,,2025-04-27 16:05:14
