标题,参考价,京东价,京东链接,产品图片,产品参数
发光方式	RGB
电源参数	12V
产品尺寸	152×120×32mm
其它特点	无限镜面设计
扇叶数量	7叶
轴承类型	液压轴承（Hydraulic Bearing）
最高转数	3000RPM
转数描述	300-3000RPM
最大风量	73.11CFM
噪音	21-36dB
水冷排类型	120mm冷排
质保时间	3年
质保备注	3年质保"
采融ARTISTS 3I,369,,,https://2b.zol-img.com.cn/product/197_320x240/967/cetUlxVLNijqY.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管，散热片
发光方式	RGB
主体材质	金属
智能温控	支持智能温控
产品尺寸	133x73x153mm
其它特点	薄型鳍片设计
最高转数	1800RPM
转数描述	900-1800±10%RPM
最大风量	71CFM
噪音	18-26dB
热管数量	5个
包装清单	散热器本机 x1
质保时间	3年
质保备注	3年质保
详细内容	售后服务由品牌厂商提供，支持全国联保，可享三包服务！如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决；也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受三包服务！进入官网>>"
采融ARTISTS 3R（首发特别版）,399,,,https://2f.zol-img.com.cn/product/197_320x240/977/ceLg4vRet1F2c.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管，散热片
发光方式	RGB
主体材质	金属
产品尺寸	133x73x153mm
产品重量	680g
其它特点	专为高TDP处理器设计
最高转数	1800RPM
转数描述	900-1800±10%RPM
最大风量	71CFM
噪音	18-26dB
热管数量	5个
包装清单	散热器本机 x1
质保时间	3年
质保备注	3年质保
详细内容	售后服务由品牌厂商提供，支持全国联保，可享三包服务！如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决；也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受三包服务！进入官网>>"
富钧海鹰D12,39,,,https://2a.zol-img.com.cn/product/197_320x240/104/ce7HjH76N4Xc2.jpg,"散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel LGA 1151
主体材质	铝制
电源参数	12V，0.31A
使用寿命	50000小时
产品尺寸	120×120×61mm
其它特点	底部与鳞片采用全铝材质
轴承类型	液压轴承（Hydraulic Bearing）
最高转数	1800RPM
转数描述	1800±10%RPM
最大风量	88.3CFM
风压	2.2mmaq
噪音	23.8dB"
富钧海鹰D9,19,,,https://2e.zol-img.com.cn/product/197_320x240/168/cejAjBcRr412.jpg,"散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel LGA 1151
主体材质	铝制
电源参数	12V，0.31A
使用寿命	50000小时
产品尺寸	120×120×61mm
其它特点	底部与鳞片采用全铝材质
轴承类型	液压轴承（Hydraulic Bearing）
最高转数	2200RPM
转数描述	2200±10%RPM
最大风量	50CFM
噪音	22dB"
酷冷至尊A115,25,,,https://2e.zol-img.com.cn/product/152_320x240/352/ceQeLqIwXLM6.jpg,"散热器类型	CPU散热器
散热方式	风冷，散热片
适用范围	Intel 115X
使用寿命	40000小时
风扇尺寸	95×95×25mm
轴承类型	合金轴承（Alloy Bearing）
噪音	20dB
散热片尺寸	90x30mm
包装清单	散热器本机 x1
保修政策	全国联保，享受三包服务
质保时间	3年
质保备注	3个月包换，3年保修
客服电话	400-618-7400
电话备注	周一至周五：8:00-17:30（节假日休息）
详细内容	售后服务由品牌厂商提供，支持全国联保，可享有三包服务！如出现产品质量问题或故障，您可查询最近的维修点，由厂商的售后解决；也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务！进入官网>>"
美商海盗船iCUE H150i ELITE LCD360 H150i  LCD【精英版 360水冷】,2099,,,https://2c.zol-img.com.cn/product/252_320x240/836/cecdrLnQan5G.jpg,"产品型号	iCUE H150i ELITE LCD360
散热器类型	一体式水冷散热器
散热方式	水冷
发光方式	ARGB
主体材质	金属
产品重量	3kg
风扇尺寸	120*120*25mm
最高转数	400RPM
散热片尺寸	397*120*27mm
其它参数	铜底焊接
水冷排类型	360冷排"
美商海盗船iCUE H150i ELITE LCD H150i LCD XT【精英版 360水冷】,2199,,,https://2d.zol-img.com.cn/product/252_320x240/861/celQiZUBBOrOI.jpg,"产品型号	iCUE H150i ELITE LCD
散热器类型	一体式水冷散热器
散热方式	水冷
发光方式	ARGB
主体材质	金属
产品重量	3kg
风扇尺寸	120*120*25mm
最高转数	400RPM
散热片尺寸	397*120*27mm
其它参数	铜底焊接
水冷排类型	360冷排"
美商海盗船iCUE H150i ELITE LCD XT H150i  LCD XT【精英版360水冷 白】,2299,,,https://2e.zol-img.com.cn/product/252_320x240/874/ceWJLYOfpI9U2.jpg,"产品型号	iCUE H150i ELITE LCD XT
散热器类型	一体式水冷散热器
散热方式	水冷
发光方式	ARGB
主体材质	金属
产品重量	3kg
风扇尺寸	120*120*25mm
最高转数	2100RPM
散热片尺寸	397*120*27mm
其它参数	铜底焊接
水冷排类型	360冷排"
美商海盗船iCUE H170i LCD XT420 H170i 精英版【LCD XT420水冷】,2549,,,https://2e.zol-img.com.cn/product/252_320x240/850/ceJ8kT7heko.jpg,"产品型号	iCUE H170i LCD XT420
散热方式	水冷
风扇尺寸	140*140*25mm
最高转数	1700RPM
散热片尺寸	457*140*27mm"
Abit（升技）9ARGB FAN 圆圈风扇白色返叶,29,29.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10085228798929.html,https://2e.zol-img.com.cn/product/252_320x240/880/cest2wnxBZc8Y.jpg,"产品型号	圆圈9厘米ARGB FAN
散热器类型	机箱风扇
散热方式	风冷
风扇尺寸	80mm
最高转数	900RPM
噪音	30dB
散热片尺寸	92mm"
Abit（升技）9ARGB FAN 圆圈风扇黑色反叶,29,29.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10085228798930.html,https://2e.zol-img.com.cn/product/252_320x240/892/ceddUxQQwSw9Y.jpg,"产品型号	圆圈9厘米ARGB FAN
散热器类型	机箱风扇
散热方式	风冷
适用范围	ITX机箱
发光方式	ARGB
主体材质	塑料
产品重量	250g
风扇尺寸	80mm
最高转数	900RPM
噪音	30dB
散热片尺寸	92mm"
Abit（升技）ARGB FAN 圆圈风扇黑色正叶,29,29.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10072523685442.html,https://2e.zol-img.com.cn/product/252_320x240/892/ceddUxQQwSw9Y.jpg,"产品型号	圆圈ARGB FAN
散热器类型	机箱风扇
散热方式	风冷
适用范围	ITX机箱
发光方式	ARGB
主体材质	塑料
产品重量	250g
风扇尺寸	80MMmm
最高转数	900RPM
噪音	30dB
散热片尺寸	92MMmm"
Abit（升技）ARGB FAN 圆圈风扇白色正叶,29,29.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10072523685441.html,https://2e.zol-img.com.cn/product/252_320x240/880/cest2wnxBZc8Y.jpg,"产品型号	圆圈ARGB FAN
散热器类型	机箱风扇
散热方式	风冷
适用范围	ITX机箱
发光方式	ARGB
主体材质	塑料
产品重量	250g
风扇尺寸	80MMmm
最高转数	900RPM
噪音	30dB
散热片尺寸	92MMmm"
挚科GICX240 标准,349,,,https://2b.zol-img.com.cn/product/252_320x240/907/ceNLCpkCoSdDs.jpg,"产品型号	GI-CX240 
散热器类型	一体式水冷散热器
散热方式	水冷
发光方式	ARGB
产品重量	3kg
风扇尺寸	120x 120 x 25()*2mm
最高转数	800RPM
散热片尺寸	276(L)×120(W)×52(H)mm
其它参数	铜底焊接
水冷排类型	240冷排"
TAIDU（钛度）T40 钛度T40,69,,,https://2a.zol-img.com.cn/product/252_320x240/924/ce2Cy7esJJ2Ag.jpg,"产品型号	钛度T40
散热器类型	风冷散热器
散热方式	风冷
产品重量	0.63kg
风扇尺寸	120*120*25mm
最高转数	1000RPM
端子接口	INTEL LGA1200，AMD AM4，INTEL LGA1700"
尼克酷尔3pro 棱镜3pro黑色(反向风道),38,,,https://2b.zol-img.com.cn/product/252_320x240/955/cextAj9wgXbA.jpg,"产品型号	棱镜3PRO
散热器类型	机箱风扇
散热方式	风冷
产品重量	2kg
风扇尺寸	120MMmm
最高转数	800RPM
散热片尺寸	120*120*25mm"
尼克酷尔PRO 幻境PRO黑色(正向风道),43,,,https://2e.zol-img.com.cn/product/252_320x240/988/cecgoaRBHa5mQ.jpg,"产品型号	幻境 PRO 风扇
散热器类型	机箱风扇
散热方式	风冷
产品重量	2kg
风扇尺寸	12mm
最高转数	1200RPM
散热片尺寸	2.5mm"
ipason（攀升）V120 攀升12CM 星环风扇 红环,39,39.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10070365412064.html,https://2b.zol-img.com.cn/product/252_320x240/9/cey8IU2I9h62.jpg,"产品型号	V120曲镜
散热器类型	机箱风扇
散热方式	风冷
产品重量	100g
风扇尺寸	120mm
最高转数	1100RPM
散热片尺寸	25mm"
ipason（攀升）ST4 酷冷ST4 1750转速ARGB,58,,,https://2b.zol-img.com.cn/product/252_320x240/45/ce8yNIsy0O6Gw.jpg,"产品型号	ST4
散热器类型	机箱风扇
散热方式	风冷
产品重量	100g
风扇尺寸	12CMmm
最高转数	1750RPM
散热片尺寸	120*120*40mm"
ipason（攀升）C12C 利民TL-C12RW-S V2白色,70,,,https://2b.zol-img.com.cn/product/252_320x240/75/ce2c60ucikmdo.jpg,"产品型号	C12C
散热器类型	机箱风扇
散热方式	风冷
产品重量	100g
风扇尺寸	120*120*12mm
最高转数	1500RPM
散热片尺寸	120*120*12mm"
ipason（攀升）C12C 利民TL-C12RW-S V2黑色,70,,,https://2b.zol-img.com.cn/product/252_320x240/69/ceS1Me1y7PVCo.jpg,"产品型号	C12C
散热器类型	机箱风扇
散热方式	风冷
产品重量	100g
风扇尺寸	120*120*12mm
最高转数	1500RPM
散热片尺寸	120*120*12mm"
ipason（攀升）VTG2 雅浚EF12 RGB炫彩,78,,,https://2c.zol-img.com.cn/product/252_320x240/58/ceg0AVrxsomA.jpg,"产品型号	VTG棱镜2代
散热器类型	机箱风扇
散热方式	风冷
产品重量	100g
风扇尺寸	12mm
最高转数	1650RPM
散热片尺寸	12mm"
ipason（攀升）VTG2 棱镜二代天空蓝,90,,,https://2e.zol-img.com.cn/product/252_320x240/60/cevpmqLWMeo.jpg,"产品型号	VTG棱镜2代
散热器类型	机箱风扇
散热方式	风冷
产品重量	100g
风扇尺寸	12mm
最高转数	1650RPM
散热片尺寸	12mm"
ipason（攀升）VTG2 雅浚BF12白色 ARGB需主板有5V灯光接口,90,,,https://2f.zol-img.com.cn/product/252_320x240/61/ceORxTCCcpgaA.jpg,"产品型号	VTG棱镜2代
散热器类型	机箱风扇
散热方式	风冷
产品重量	100g
风扇尺寸	12mm
最高转数	1650RPM
散热片尺寸	12mm"
ipason（攀升）VTG2 棱镜二代活力橙,90,,,https://2f.zol-img.com.cn/product/252_320x240/79/cemHXYFDcQFIY.jpg,"产品型号	VTG棱镜2代
散热器类型	机箱风扇
散热方式	风冷
产品重量	100g
风扇尺寸	12mm
最高转数	1650RPM
散热片尺寸	12mm"
JIUSHARK（九鲨）J13K 白色(七热管双风扇ARGB),269,,,https://2a.zol-img.com.cn/product/252_320x240/350/ceXgJsU8CTQOY.jpg,"产品型号	J13K
散热器类型	风冷散热器
散热方式	风冷
产品重量	1.54kg
风扇尺寸	120*120*15mm
最高转数	800RPM
散热片尺寸	92*241*121mm"
希骏芠 Q002 魔术贴 适用 R7  R8  90D  XT4,168,,,https://2f.zol-img.com.cn/product/252_320x240/397/ceXg1MOBkVpA.jpg,产品型号	Q002
希骏芠 airpi 魔术贴 适用 R7  R8  90D  XT4,168,,,https://2f.zol-img.com.cn/product/252_320x240/415/ceaFKOn021GXw.jpg,"产品型号	airpi
散热器类型	风冷散热器"
Bykski AUGPUBCX 迷你款,9,9.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10077527094067.html,https://2a.zol-img.com.cn/product/252_320x240/422/ceDfcFL2WCZNc.jpg,"产品型号	AU-GPU-BC-X
散热方式	水冷
风扇尺寸	120mm
最高转数	2000RPM"
Bykski BGRP1.8 标准,10,,,https://2a.zol-img.com.cn/product/252_320x240/470/ceVgUcHhzV.jpg,"产品型号	B-GRP-1.8
散热器类型	导热硅脂
散热方式	水冷
产品重量	1kg
风扇尺寸	12mm
最高转数	1680RPM"
Bykski BEXJ7.5 B-EXJ-7.5 黑色,10,10.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10074671606254.html,https://2b.zol-img.com.cn/product/252_320x240/501/ceOutgA6V8z1I.jpg,"产品型号	B-EXJ-7.5
散热方式	水冷
最高转数	1682RPM"
pinsai（品赛）A8 GK-A8(12.8w-m-k)20克支装,39,39.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10084759891071.html,https://2b.zol-img.com.cn/product/252_320x240/555/ceUMyo32MiZ2s.jpg,"产品型号	A8导热硅脂
散热器类型	导热硅脂
散热方式	空冷
发光方式	无光
主体材质	塑料
产品重量	500g
其它参数	穿片工艺
水冷排类型	280冷排"
YESTON（盈通）ZC240 BlingBling ZC-240 BlingBling 水冷散热器,549,419.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10075954057109.html,https://2d.zol-img.com.cn/product/252_320x240/581/ce0zD2efvCorU.jpg,"产品型号	 ZC-240 BlingBling
散热方式	水冷
风扇尺寸	120*120*25mm
最高转数	900RPM
噪音	＜30dB
散热片尺寸	277x120x27mm"
YESTON（盈通）ZC240 BlingBling 240 BlingBling+风扇1颗,599,599.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10075954361211.html,https://2d.zol-img.com.cn/product/252_320x240/587/ce5wz5A5pcBL.jpg,"产品型号	ZC-240 BlingBling
散热方式	水冷
风扇尺寸	120*120*25mm
最高转数	900RPM
噪音	＜30dB
散热片尺寸	277x120x27mm"
YESTON（盈通）ZC360 BlingBling ZC-360 BlingBling 水冷散热器,629,549.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10075954057110.html,https://2b.zol-img.com.cn/product/252_320x240/597/ceQNFZ3Jpg1k.jpg,"产品型号	ZC-360 BlingBling
散热方式	水冷
风扇尺寸	120*120*25mm
最高转数	900RPM
噪音	＜30dB
散热片尺寸	395*120*27mm"
YESTON（盈通）ZC240 BlingBling 240 BlingBling+风扇2颗,679,679.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10075954361212.html,https://2f.zol-img.com.cn/product/252_320x240/595/ceZM4Ocxq2zA.jpg,"产品型号	ZC-240 BlingBling
散热方式	水冷
风扇尺寸	120*120*25mm
最高转数	900RPM
噪音	＜30dB
散热片尺寸	277*120mm"
YESTON（盈通）ZC240 BlingBling 240 BlingBling+风扇3颗,759,759.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10075954361213.html,https://2f.zol-img.com.cn/product/252_320x240/601/cehe8opJMiYI2.jpg,"产品型号	ZC-240 BlingBling
散热方式	水冷
风扇尺寸	120*120*25mm
最高转数	900RPM
噪音	＜30dB
散热片尺寸	277*120*27mm"
YESTON（盈通）ZC360 BlingBling 360 BlingBling+风扇2颗,769,649.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10075954361214.html,https://2d.zol-img.com.cn/product/252_320x240/593/ce6Ned6xyvoRE.jpg,"产品型号	ZC-360 BlingBling 
散热方式	水冷
风扇尺寸	120*120*25mm
最高转数	900RPM
噪音	＜30dB
散热片尺寸	395*120*27mm"
YESTON（盈通）ZC360 BlingBling 360 BlingBling+风扇3颗,849,699.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10075954361215.html,https://2b.zol-img.com.cn/product/252_320x240/615/cetpyw8577716.jpg,"产品型号	ZC-360 BlingBling
散热方式	水冷
风扇尺寸	120*120*25mm
最高转数	900RPM
噪音	＜30dB
散热片尺寸	395*120*27mm"
YESTON（盈通）ZC240 月神之泪240黑色,329,,,https://2e.zol-img.com.cn/product/252_320x240/684/cezBUdwhwwoY.jpg,"产品型号	 月神之泪ZC-240
散热器类型	一体式水冷散热器
散热方式	水冷
产品重量	10kg
风扇尺寸	120*120*25mm
散热片尺寸	277*120*27mm"
YESTON（盈通）ZC240 月神之泪240白色,339,,,https://2e.zol-img.com.cn/product/252_320x240/678/ceQiOhJmK4t42.jpg,"产品型号	月神之泪ZC-240
散热器类型	一体式水冷散热器
散热方式	水冷
产品重量	10kg
风扇尺寸	120*120*25mm
散热片尺寸	277*120*27mm"
YESTON（盈通）ZC360 月神之泪360黑色,419,,,https://2f.zol-img.com.cn/product/252_320x240/703/ceU2H17ywfv6k.jpg,"产品型号	月神之泪ZC-360
散热方式	水冷
风扇尺寸	120*120*25mm
散热片尺寸	395*120*27mm"
YESTON（盈通）ZC240 樱瞳花嫁240一代,439,,,https://2b.zol-img.com.cn/product/252_320x240/699/ceuQfHWylAlo.jpg,"产品型号	樱瞳花嫁ZC-240
散热方式	水冷
风扇尺寸	120*120*25mm
散热片尺寸	277*120*27mm"
YESTON（盈通）ZC360 月神之泪360白色,439,,,https://2a.zol-img.com.cn/product/252_320x240/716/ceoS7XoFJX0Cw.jpg,"产品型号	月神之泪ZC-360
散热方式	水冷
风扇尺寸	120*120*25mm
散热片尺寸	395*120*27mm"
YESTON（盈通）BlingBling ZC240 ZC-240 二代BlingBling,529,,,https://2c.zol-img.com.cn/product/252_320x240/706/ceIUc3aehOwDo.jpg,"产品型号	BlingBling ZC-240
散热方式	水冷
风扇尺寸	120*120*25mm
最高转数	900RPM
散热片尺寸	277*120*27mm"
YESTON（盈通）ZC360 樱瞳花嫁360 一代,529,,,https://2e.zol-img.com.cn/product/252_320x240/708/ceRyR95az6q0M.jpg,"产品型号	樱瞳花嫁ZC-360
散热方式	水冷
风扇尺寸	120*120*25mm
散热片尺寸	395*120*27mm"
YESTON（盈通）BlingBling ZC360 ZC-360 二代BlingBling,629,,,https://2f.zol-img.com.cn/product/252_320x240/697/ceEqYGS5Svao.jpg,"产品型号	 BlingBling ZC-360
散热方式	水冷
风扇尺寸	120*120*25mm
最高转数	2500RPM
散热片尺寸	277*120*27mm"
YESTON（盈通）ZCTI ZC-缀神TI 单风扇 白色,88,,,https://2f.zol-img.com.cn/product/252_320x240/793/cevn1kaRh48gk.jpg,"产品型号	ZC-缀神TI 单风扇 白色
散热方式	水冷
风扇尺寸	长120 宽120 高25mm
最高转数	2200RPM
散热片尺寸	长120 宽120 高25mm"
YESTON（盈通）TI ZC-缀神TI 单风扇 黑色,88,,,https://2c.zol-img.com.cn/product/252_320x240/796/cecadvvqZaWpA.jpg,"产品型号	缀神TI 单风扇 黑色
散热方式	水冷
风扇尺寸	长120 宽120 高25mm
最高转数	2200RPM
散热片尺寸	长120 宽120 高25mm"
YESTON（盈通）TI ZC-缀神TI 三联包 散热风扇 黑色,239,,,https://2c.zol-img.com.cn/product/252_320x240/808/ce0AqyhzuRJWY.jpg,"产品型号	缀神TI 三联包 风扇 黑色
散热方式	水冷
风扇尺寸	长120 宽120 高25mm
最高转数	2200RPM
散热片尺寸	长120 宽120 高25mm"
YESTON（盈通）XT 240 ZC-zeus宙斯-XT 240水冷散热器-黑色,699,,,https://2a.zol-img.com.cn/product/252_320x240/824/cenTryMWBvWdA.jpg,"产品型号	亩斯-XT 240 水冷散热器-黑色
散热方式	水冷
风扇尺寸	长120 宽120 高25mm
散热片尺寸	长277 宽120 高27mm"
YESTON（盈通）XT 240 ZC-zeus宙斯-XT 240水冷散热器-白色,699,,,https://2b.zol-img.com.cn/product/252_320x240/825/ceJeT1Jk2e1yc.jpg,"产品型号	亩斯-XT 240水冷散热器-白色
散热方式	水冷
风扇尺寸	长120 宽120 高25mm
散热片尺寸	长277 宽120 高27mm"
YESTON（盈通）XT 360 ZC-zeus宙斯-XT 360水冷散热器-黑色,799,,,https://2c.zol-img.com.cn/product/252_320x240/832/cePGDrmbHCpxU.jpg,"产品型号	亩斯-XT 360 水冷散热器-黑色
散热方式	水冷
风扇尺寸	长120 宽120 高25mm
散热片尺寸	长395 宽120 高27mm"
raicold（锐冷）ARGB 黑色ARGB温控版 1只,31,,,https://2e.zol-img.com.cn/product/252_320x240/912/ceoTRBKqUKo.jpg,"散热方式	风冷
风扇尺寸	120*120*25MMmm
最高转数	800RPM
散热片尺寸	120*120*25MMmm"
raicold（锐冷）ARGB（ ） ARGB炫彩（支持主板同步 不能单独使用）,38,,,https://2c.zol-img.com.cn/product/252_320x240/958/ceRlZsFjAhLWo.jpg,"产品型号	ARGB炫彩（支持主板同步 不能单独使用）
散热器类型	风冷散热器
散热方式	风冷
产品重量	200g
风扇尺寸	120*120*25MMmm
最高转数	1500RPM
散热片尺寸	120*120*25MMmm"
raicold（锐冷）2ARGB（ ） 2个ARGB炫彩（支持主板同步 不能单独使用）,78,,,https://2c.zol-img.com.cn/product/252_320x240/958/ceRlZsFjAhLWo.jpg,"产品型号	2个ARGB炫彩（支持主板同步 不能单独使用）
散热方式	风冷
风扇尺寸	120*120*25MMmm
最高转数	1500RPM
散热片尺寸	120*120*25MMmm"
raicold（锐冷）3ARGB（ ） 3个ARGB炫彩（支持主板同步 不能单独使用）,98,,,https://2c.zol-img.com.cn/product/252_320x240/958/ceRlZsFjAhLWo.jpg,"产品型号	3个ARGB炫彩（支持主板同步 不能单独使用）
散热方式	风冷
风扇尺寸	120*120*25MMmm
最高转数	1500RPM
散热片尺寸	120*120*25MMmm"
raicold（锐冷）4ARGB（ ） 4个ARGB炫彩（支持主板同步 不能单独使,125,,,https://2c.zol-img.com.cn/product/252_320x240/958/ceRlZsFjAhLWo.jpg,"产品型号	4个ARGB炫彩（支持主板同步 不能单独使用）
散热方式	风冷
风扇尺寸	120*120*25MMmm
最高转数	1500RPM
散热片尺寸	120*120*25MMmm"
raicold（锐冷）5ARGB（ ） 5个ARGB炫彩（支持主板同步 不能单独使,150,,,https://2c.zol-img.com.cn/product/252_320x240/958/ceRlZsFjAhLWo.jpg,"产品型号	5个ARGB炫彩（支持主板同步 不能单独使用）
散热方式	风冷
风扇尺寸	120*120*25MMmm
最高转数	1500RPM
散热片尺寸	120*120*25MMmm"
raicold（锐冷）6ARGB（ ） 6个ARGB炫彩（支持主板同步 不能单独使用）,175,,,https://2c.zol-img.com.cn/product/252_320x240/958/ceRlZsFjAhLWo.jpg,"产品型号	6个ARGB炫彩（支持主板同步 不能单独使用）
散热方式	风冷
风扇尺寸	120*120*25MMmm
最高转数	1500RPM
散热片尺寸	120*120*25MMmm"
Thermalright（利民）z001 拆机清灰组合一,15,15.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10080283848583.html,https://2a.zol-img.com.cn/product/252_320x240/22/cepAS4452H0S.jpg,"产品型号	z001
散热器类型	导热硅脂"
pado（半岛铁盒）G12ARGB G12白 反叶单只【ARGB/智能温控】,22,,,https://2e.zol-img.com.cn/product/252_320x240/38/ceJOvUv5VC6s.jpg,"产品型号	G12ARGB机箱风扇
散热器类型	机箱风扇
散热方式	风冷
产品重量	1kg
风扇尺寸	120*120*25mm
散热片尺寸	25mm"
pado（半岛铁盒）C240 极动力C240白 ARGB,349,,,https://2c.zol-img.com.cn/product/252_320x240/84/ceeKmqmBDPNi2.jpg,"产品型号	极动力C240白色
散热器类型	一体式水冷散热器
散热方式	水冷
发光方式	ARGB
产品重量	1.9kg
风扇尺寸	120*120*25mm
最高转数	800RPM
噪音	30A（Max.）dB
端子接口	INTEL LGA1700，AMD AM5
散热片尺寸	275*120*27mm
水冷排类型	360冷排"
pado（半岛铁盒）C240 极动力C240黑 ARGB,349,,,https://2d.zol-img.com.cn/product/252_320x240/67/ceZJdluVvXtfE.jpg,"产品型号	极动力C240黑色
散热器类型	一体式水冷散热器
散热方式	水冷
发光方式	ARGB
产品重量	1.9kg
风扇尺寸	120*120*25mm
最高转数	800RPM
噪音	30A（Max.）dB
端子接口	INTEL LGA1700，AMD AM5
散热片尺寸	275*120*27mm
水冷排类型	360冷排"
pado（半岛铁盒）C360 极动力C360白 ARGB,459,,,https://2f.zol-img.com.cn/product/252_320x240/81/cegmek8V85tj2.jpg,"产品型号	极动力C360白色
散热器类型	一体式水冷散热器
散热方式	水冷
发光方式	ARGB
产品重量	2.3kg
风扇尺寸	120*120*25mm
最高转数	800RPM
噪音	30A（Max.）dB
端子接口	INTEL LGA1700，AMD AM5
散热片尺寸	397*120*27mm
水冷排类型	360冷排"
pado（半岛铁盒）C360 极动力C360黑 ARGB,499,,,https://2e.zol-img.com.cn/product/252_320x240/86/ce0ccIj41BYTk.jpg,"产品型号	极动力C360黑色
散热器类型	一体式水冷散热器
散热方式	水冷
发光方式	ARGB
产品重量	2.33kg
风扇尺寸	120*120*25mm
最高转数	800RPM
噪音	30A（Max.）dB
端子接口	INTEL LGA1700，AMD AM5
散热片尺寸	397120*27mm
水冷排类型	360冷排"
coxbyte CLA301 CL-A301风冷,79,,,https://2d.zol-img.com.cn/product/252_320x240/199/ceSj0EOi50ENc.jpg,"产品型号	CL-A301
散热器类型	风冷散热器
散热方式	风冷
适用范围	宽度大于180mm
发光方式	RGB
主体材质	塑料
产品重量	1.3kg
风扇尺寸	120*120*25mm
最高转数	1600RPM
噪音	≤37dB
热管数量	4热管
散热片尺寸	120*72*153mm
其它参数	穿片工艺"
coxbyte CLA401 CL-A401双塔风冷,198,,,https://2e.zol-img.com.cn/product/252_320x240/236/ceMm7TdJQkM.jpg,"产品型号	CL-A401
散热器类型	风冷散热器
散热方式	风冷
适用范围	宽度大于180mm
发光方式	ARGB
主体材质	塑料
产品重量	1.3kg
风扇尺寸	120*120*25mm
最高转数	800RPM
噪音	≤33.5dB
热管数量	6热管
散热片尺寸	100*66*122mm
其它参数	穿片工艺"
pado（半岛铁盒）D400 天狼星D400本色【ARGB/4热管】,89,,,https://2a.zol-img.com.cn/product/252_320x240/262/ceZZdB9Rzj7dk.jpg,"产品型号	天狼星D400本色
散热器类型	风冷散热器
散热方式	风冷
发光方式	ARGB
产品重量	0.7kg
风扇尺寸	L 120 * W 120 * H25mm
最高转数	800RPM
噪音	25.6dB
端子接口	INTEL LGA1700，AMD AM5
热管数量	4热管
散热片尺寸	120*75*155MMmm
其它参数	热管直触"
京云玖月R530 标准,88,,,https://2d.zol-img.com.cn/product/252_320x240/373/cefJ6BPqLRDJM.jpg,"产品型号	R530
散热器类型	风冷散热器
散热方式	风冷
产品重量	200g
风扇尺寸	0.5mm
最高转数	150RPM
散热片尺寸	0.5mm"
京云玖月TD350 标准,238,,,https://2f.zol-img.com.cn/product/252_320x240/381/ceyNpaFsKEU.jpg,"产品型号	TD350
散热器类型	风冷散热器
散热方式	风冷
产品重量	300g
风扇尺寸	0.5mm
最高转数	150RPM
散热片尺寸	0.2mm"
京云玖月R620 标准,48,,,https://2c.zol-img.com.cn/product/252_320x240/390/ceuUXWlL9qJZc.jpg,"产品型号	R620
散热器类型	风冷散热器
散热方式	风冷
产品重量	200g
风扇尺寸	0.5mm
最高转数	150RPM
散热片尺寸	0.5mm"
鑫桂盟AMD AMD AM3支架,15,,,https://2e.zol-img.com.cn/product/252_320x240/542/ceOPP1e5HFFV6.jpg,"产品型号	AMD支架
散热器类型	风冷散热器
散热方式	风冷
产品重量	100g
端子接口	AMD AM4，AMD FM2＋"
gkmk 120*120*25mm 反叶/背面进风 正面出风/1个装,36,,,https://2e.zol-img.com.cn/product/252_320x240/566/ceRKeDZA2LCVY.jpg,"产品型号	120*120*25mm
散热器类型	机箱风扇
散热方式	风冷
发光方式	ARGB
产品重量	160g
风扇尺寸	120*120*25mm
最高转数	600RPM"
