标题,参考价,京东价,京东链接,产品图片,产品参数
先马小坦克,199,,,https://2c.zol-img.com.cn/product/200_320x240/354/ce3lUgp8FkliY.jpg,"机箱类型：游戏机箱
机箱结构：ITX
适用主板：ITX板型，MATX板型
电源设计：暂无数据
扩展插槽：4个
前置接口：USB3.0接口 x1 USB2.0接口 x1
板材厚度：0.7mm
机箱材质：暂无数据"
联力小犀牛TU150,899,,,https://2b.zol-img.com.cn/product/225_320x240/265/ceShMdIgwM.jpg,"机箱类型：台式机箱（mini）
机箱结构：ITX
适用主板：ITX板型
电源设计：暂无数据
前置接口：USB3.0接口 x2
扩展插槽：暂无数据
机箱材质：铝合金
板材厚度：0.8mm"
IN WIN BUC101,399,,,https://2f.zol-img.com.cn/product/81_320x240/825/cefDUH3I9o7P2.jpg,"机箱类型：台式机箱（中塔）
机箱结构：暂无数据
适用主板：暂无数据
电源设计：暂无数据
前置接口：USB3.0接口 x2 USB2.0接口 x2
扩展插槽：暂无数据
机箱材质：暂无数据
板材厚度：暂无数据"
游戏悍将海洋之星,199,,,https://2d.zol-img.com.cn/product/225_320x240/407/ceediB9PzLgv.png,"机箱类型：游戏机箱
机箱结构：ATX
适用主板：ATX板型，MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：7个
前置接口：USB3.0接口 x1 USB2.0接口 x2
板材厚度：0.5mm
机箱材质：暂无数据"
爱国者月光宝盒X,359,,,https://2d.zol-img.com.cn/product/181_320x240/465/ceBOZMAZN9WQ.jpg,"机箱类型：台式机箱（中塔）
机箱结构：ATX
适用主板：ATX板型，MATX板型，ITX板型
电源设计：暂无数据
前置接口：USB2.0接口 x2 USB3.0接口 x1
扩展插槽：暂无数据
机箱材质：内部：SPCC（轧碳钢薄板及带） 外部....>>
板材厚度：上盖：0.8mm 其它：0.6mm"
雷匠钻石星MINI,109,,,https://2e.zol-img.com.cn/product/210_320x240/148/ceaIz7zZJlx9o.jpg,"机箱类型：台式机箱（mini）
机箱结构：MATX
适用主板：MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：4个
前置接口：USB2.0接口 x2 USB3.0接口 x1
机箱材质：SPCC（轧碳钢薄板及带）
板材厚度：暂无数据"
Tt 钢影 透,479,209.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10095358733464.html,https://2d.zol-img.com.cn/product/238_320x240/469/ceZwodBxRL2.jpg,"机箱类型：玻璃侧透机箱
机箱结构：ATX
适用主板：EATX板型，ATX板型，MATX板型
电源设计：暂无数据
扩展插槽：7个
前置接口：2个USB3.0，Type-C接口
机箱材质：暂无数据
板材厚度：暂无数据"
积至SE 全景房-黑色,89,69.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10092693193477.html,https://2c.zol-img.com.cn/product/258_320x240/834/cerjhanAsmc2.jpg,"机箱类型：玻璃侧透机箱
机箱结构：暂无数据
适用主板：ATX（标准型），M-ATX（紧凑型），MI....>>
电源设计：下置
前置接口：USB3.0X1 USB2.0X2 不支持Type-C接口
扩展插槽：暂无数据
机箱材质：钢化玻璃；钢
板材厚度：暂无数据"
九州风神魔方CH370,269,,,https://2b.zol-img.com.cn/product/259_320x240/177/ceAi7pJ0aYNrU.jpg,"机箱类型：玻璃侧透机箱
机箱结构：MATX
适用主板：Mini-ITX。Micro-ATX
电源设计：暂无数据
扩展插槽：4个
前置接口：sub3.0*2
机箱材质：ABS+SPCC+Tempered Glass
板材厚度：暂无数据"
鑫谷无尽1,124,149.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100065711060.html,https://2e.zol-img.com.cn/product/256_320x240/154/ceO7NKoKilCkY.jpg,"机箱类型：台式机箱（中塔）
机箱结构：ATX
适用主板：E-ATX（加强型），ATX（标准型），M-....>>
电源设计：下置电源
扩展插槽：7
前置接口：USB3.0*1+USB2.0*1
机箱材质：暂无数据
板材厚度：暂无数据"
联力鬼斧,659,,,https://2e.zol-img.com.cn/product/225_320x240/610/ceHOyLOd2pvpU.jpg,"机箱类型：台式机箱（mini）
机箱结构：ATX
适用主板：EATX板型，ATX板型，MATX板型，ITX板....>>
电源设计：暂无数据
前置接口：USB3.0接口 x2
扩展插槽：暂无数据
机箱材质：SGCC钢材
板材厚度：0.8mm"
长城视界 S1W,199,,,https://2c.zol-img.com.cn/product/259_320x240/964/cenKJEGMIhQDg.jpg,"机箱类型：玻璃侧透机箱
机箱结构：MATX
适用主板：ITX板型，Micro-ATX版型，MATX版型
电源设计：下置电源
前置接口：USB2.0x2，USB3.0 x1
扩展插槽：暂无数据
机箱材质：SPCC钢材；钢化玻璃，塑料
板材厚度：0.8mm"
长城视界 S1,169,,,https://2d.zol-img.com.cn/product/259_320x240/953/ceuD98D5O7oQ.jpg,"机箱类型：玻璃侧透机箱
机箱结构：MATX
适用主板：ITX板型，Micro-ATX版型，MATX版型
电源设计：下置电源
前置接口：USB2.0x2，USB3.0 x1
扩展插槽：暂无数据
机箱材质：SPCC钢材；钢化玻璃，塑料
板材厚度：0.8mm"
普易达N88,99,,,https://2c.zol-img.com.cn/product/197_320x240/864/cet1RYVuiZ87A.jpg,"机箱类型：台式机箱（mini）
机箱结构：ATX
适用主板：ATX板型，MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：6个
前置接口：USB3.0接口 x1 USB2.0接口 x1
机箱材质：SPCC（轧碳钢薄板及带）
板材厚度：0.4mm"
航嘉S920暴风雪（白）,359,159.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10057600335765.html,https://2f.zol-img.com.cn/product/222_320x240/925/cekoTHNB8iQ0w.jpg,"机箱类型：游戏机箱
机箱结构：MATX
适用主板：MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：3个
前置接口：USB3.0接口 x1，USB2.0接口 x1，耳机....>>
板材厚度：0.5mm
机箱材质：暂无数据"
微星MPG VELOX 100R 刀锋,649,649.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100024522638.html,https://2a.zol-img.com.cn/product/225_320x240/956/cevsZ1pJyaek.jpg,"机箱类型：台式机箱（中塔）
机箱结构：暂无数据
适用主板：EATX板型，ATX板型，MATX板型，ITX板....>>
电源设计：暂无数据
前置接口：USB3.2接口 x2
扩展插槽：暂无数据
机箱材质：暂无数据
板材厚度：暂无数据"
乔思伯U4 Pro 侧透版,294,349.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100058045369.html,https://2a.zol-img.com.cn/product/259_320x240/560/ceyWdAGB1QvUw.jpg,"机箱类型：中塔机箱
机箱结构：ATX
适用主板：ITX，M-ATX，ATX
电源设计：暂无数据
前置接口：USB3.2 Gen2 Type-C*1 USB3.0*1
扩展插槽：暂无数据
机箱材质：暂无数据
板材厚度：暂无数据"
乔思伯U4 Pro 网孔版,319,319.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10116300107881.html,https://2c.zol-img.com.cn/product/259_320x240/598/ce5sEJFrjN46.jpg,"机箱类型：中塔机箱
机箱结构：ATX
适用主板：ITX，M-ATX，ATX
电源设计：暂无数据
前置接口：USB3.2 Gen2 Type-C*1 USB3.0*1
扩展插槽：暂无数据
机箱材质：暂无数据
板材厚度：暂无数据"
长城魔镜M20,199,,,https://2d.zol-img.com.cn/product/225_320x240/411/ce2JYD8DtHI.jpg,"机箱类型：台式机箱
机箱结构：暂无数据
适用主板：ATX板型，MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：4个
前置接口：USB3.0接口 x1 USB2.0接口 x2....>>
机箱材质：SPCC（轧碳钢薄板及带）
板材厚度：暂无数据"
航嘉MVP Apollo（阿波罗）,369,279.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10032955743870.html,https://2a.zol-img.com.cn/product/194_320x240/254/ceayRD7M26.jpg,"机箱类型：台式机箱（中塔）
机箱结构：ATX
适用主板：ATX板型，MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：8
前置接口：USB2.0接口 x2 USB3.0接口 x2
板材厚度：0.7mm
机箱材质：暂无数据"
NZXT H710,899,,,https://2d.zol-img.com.cn/product/200_320x240/419/ce6Yy7VdHFq.jpg,"机箱类型：台式机箱（中塔）
机箱结构：ATX
适用主板：ATX板型，MATX板型，ITX板型
电源设计：暂无数据
前置接口：USB3.1 Gen 1 Type-A接口 x2 USB3.1 ....>>
扩展插槽：暂无数据
机箱材质：SGCC（热浸镀锌钢板），钢化玻璃
板材厚度：0.8mm"
瓦尔基里VK03-M,339,329.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100157849362.html,https://2d.zol-img.com.cn/product/270_320x240/197/ce4zOwI2rsEo.jpg,"机箱类型：中型机箱（中塔机箱），玻璃侧透机箱
机箱结构：MATX
适用主板：M-ATX（紧凑型），MINI-ITX（迷你型....>>
电源设计：下置
扩展插槽：5个
前置接口：2×USB3.0接口
机箱材质：钢化玻璃；钢材；塑料
板材厚度：暂无数据"
长城铁幕H503,299,,,https://2a.zol-img.com.cn/product/225_320x240/810/ceZzPQKmsD3nY.jpg,"机箱类型：台式机箱（中塔）
机箱结构：暂无数据
适用主板：EATX板型，ATX板型，MATX板型，ITX板....>>
电源设计：暂无数据
前置接口：USB3.0接口 x1 USB2.0接口 x2....>>
扩展插槽：暂无数据
机箱材质：暂无数据
板材厚度：暂无数据"
动力火车商运,119,,,https://2f.zol-img.com.cn/product/225_320x240/909/ce9zXgZNleX6.jpg,"机箱类型：台式机箱（中塔）
机箱结构：ATX
适用主板：ATX板型，MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：7个
前置接口：USB3.0接口 x1 USB2.0接口 x2
机箱材质：SPCC（轧碳钢薄板及带）
板材厚度：0.5mm"
先马厚道先生硬盘王,329,,,https://2f.zol-img.com.cn/product/225_320x240/759/ceFLrQa90dStQ.jpg,"机箱类型：台式机箱（全塔）
机箱结构：ATX
适用主板：ATX板型，MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：8个
前置接口：USB2.0接口 x2 USB3.0接口 x2
机箱材质：SPCC（轧碳钢薄板及带）
板材厚度：暂无数据"
酷冷至尊MasterBox NR600,399,,,https://2b.zol-img.com.cn/product/198_320x240/463/ceNrU3jEHXY.jpg,"机箱类型：台式机箱（中塔）
机箱结构：ATX
适用主板：ATX、M-ATX、MINI-ITX
电源设计：暂无数据
前置接口：USB3.0 x2
扩展插槽：暂无数据
机箱材质：镀锌钢板
板材厚度：0.6mm（部分0.5mm）mm"
爱国者F30,159,,,https://2d.zol-img.com.cn/product/259_320x240/119/ce9GyqyPUoOAI.jpg,"机箱类型：玻璃侧透机箱
机箱结构：ATX
适用主板：E-ATX，ATX，M-ATX，ITX
电源设计：暂无数据
扩展插槽：7个
前置接口：暂无数据
机箱材质：暂无数据
板材厚度：暂无数据"
IN WIN B1,569,538.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100031967798.html,https://2c.zol-img.com.cn/product/225_320x240/668/ceUOyH6ZtnyAc.jpg,"机箱类型：台式机箱
机箱结构：ITX
适用主板：ITX板型
电源设计：暂无数据
前置接口：USB3.0接口 x1
扩展插槽：暂无数据
机箱材质：钢化玻璃
板材厚度：暂无数据"
航嘉MVP2,249,,,https://2d.zol-img.com.cn/product/177_320x240/15/ceteJc5kjgIEw.jpg,"机箱类型：台式机箱
机箱结构：ATX
适用主板：ATX板型，MATX板型，ITX板型
电源设计：暂无数据
前置接口：USB3.0接口 x1 USB2.0接口 x2
扩展插槽：暂无数据
机箱材质：SPCC（轧碳钢薄板及带）
板材厚度：0.6mm"
先马方舟,399,,,https://2e.zol-img.com.cn/product/174_320x240/386/ceVL46GUykDjQ.jpg,"机箱类型：游戏机箱
机箱结构：MATX，ATX，ITX
适用主板：ATX板型，MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：8个
前置接口：USB2.0接口 x2 USB3.0接口 x2
板材厚度：主机板，后板，底板：1.1mm 左右侧....>>
机箱材质：暂无数据"
联力包豪斯 EVO 全视版,1249,898.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10072764465706.html,https://2a.zol-img.com.cn/product/256_320x240/614/ce1PYTNWfeXKg.jpg,"机箱类型：游戏机箱
机箱结构：ATX
适用主板：E-ATX（加强型），ATX（标准型），M-....>>
电源设计：其他
扩展插槽：8个
前置接口：USB3.0接口 x2 Type-c接口 x1
机箱材质：SPCC钢材；钢化玻璃
板材厚度：暂无数据"
骨伽幻影者S,399,,,https://2a.zol-img.com.cn/product/198_320x240/648/ceDgTlsuG7X5I.jpg,"机箱类型：台式机箱（中塔）
机箱结构：ATX
适用主板：MINI-ITX板型，Micro-ATX版型，ATX版....>>
电源设计：暂无数据
扩展插槽：1
前置接口：USB2.0接口 x1 USB3.0接口 x2
机箱材质：暂无数据
板材厚度：暂无数据"
爱国者月光宝盒破晓,269,,,https://2a.zol-img.com.cn/product/188_320x240/880/ceI9bzcT2ZJ7E.jpg,"机箱类型：台式机箱（全塔）
机箱结构：ATX
适用主板：ATX板型，MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：7个
前置接口：USB3.0接口 x1
机箱材质：面板：铝，侧透：玻璃
板材厚度：0.5mm"
先马趣造air,139,159.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100114173596.html,https://2f.zol-img.com.cn/product/269_320x240/3/cehiv8IAsGCB.jpg,"机箱类型：小型机箱，异形机箱
机箱结构：MATX
适用主板：M-ATX（紧凑型），MINI-ITX（迷你型....>>
电源设计：暂无数据
前置接口：USB3.0X2
扩展插槽：暂无数据
机箱材质：SPCC钢板（前面板：ABS）
板材厚度：PCIE卡条0.7mm，其它0.8mm"
大水牛潘神Plus,159,,,https://2c.zol-img.com.cn/product/198_320x240/362/cee3y5fWJDcG2.jpg,"机箱类型：台式机箱（中塔）
机箱结构：ATX
适用主板：ATX板型，MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：7个
前置接口：USB3.0接口 x1 USB2.0接口 x1
机箱材质：SPCC（轧碳钢薄板及带）
板材厚度：0.5mm"
华硕ROG GR701 创世神,3299,3199.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10068790066931.html,https://2a.zol-img.com.cn/product/229_320x240/584/ceCcQKer0jmRo.jpg,"机箱类型：玻璃侧透机箱
机箱结构：ATX
适用主板：ATX板型，MATX板型，ITX板型，EATX板....>>
电源设计：暂无数据
扩展插槽：12个
前置接口：USB3.0接口 x4，耳机接口 x1，麦克风....>>
机箱材质：铝，钢
板材厚度：暂无数据"
银欣SG16,355,293.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10038485150595.html,https://2b.zol-img.com.cn/product/256_320x240/783/cex0zbGRcW2.jpg,"机箱类型：MINI机箱
机箱结构：MATX
适用主板：M-ATX（紧凑型），MINI-ITX（迷你型....>>
电源设计：其他
扩展插槽：2
前置接口：USB3.0*2
机箱材质：钢
板材厚度：暂无数据"
影驰超新星,339,299.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10052828391934.html,https://2e.zol-img.com.cn/product/225_320x240/458/cepeH68NKyJXg.jpg,"机箱类型：台式机箱（中塔）
机箱结构：暂无数据
适用主板：EATX板型，ATX板型，MATX板型，ITX板....>>
电源设计：暂无数据
扩展插槽：7个
前置接口：USB3.0接口 x2
机箱材质：0.7mm全新环保烤漆+全新ABS塑胶+钢化....>>
板材厚度：0.7mm"
游戏悍将将军,118,,,https://2e.zol-img.com.cn/product/225_320x240/196/cejTCB9bfgY9s.jpg,"机箱类型：台式机箱（中塔）
机箱结构：ATX
适用主板：ATX板型，MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：7个
前置接口：USB2.0接口 x2 USB3.0接口 x1
机箱材质：暂无数据
板材厚度：暂无数据"
银欣米罗8 ML08B-H,559,,,https://2e.zol-img.com.cn/product/198_320x240/496/cebZhknntidIY.jpg,"机箱类型：台式机箱（mini）
机箱结构：ITX
适用主板：ITX板型
电源设计：暂无数据
扩展插槽：2个
前置接口：USB3.0接口 x2
机箱材质：强化塑料外壳，铁质机身
板材厚度：暂无数据"
先马璃光1号,329,,,https://2a.zol-img.com.cn/product/190_320x240/832/ceLXUo9jZpBA.jpg,"机箱类型：台式机箱（全塔）
机箱结构：ATX
适用主板：ATX板型，MATX板型，ITX板型
电源设计：220mm
扩展插槽：7个
前置接口：USB1.0接口 x2 USB3.0接口 x2
机箱材质：SPCC（轧碳钢薄板及带）
板材厚度：后板：0.7mm 上盖，左右侧板：0.6mm....>>"
鑫谷孟菲斯Flow,399,,,https://2c.zol-img.com.cn/product/256_320x240/138/ceBkOmen2suI.jpg,"机箱类型：台式机箱（中塔）
机箱结构：ATX
适用主板：E-ATX（加强型），ATX（标准型），M-....>>
电源设计：下置电源
前置接口：USB 3.0*2，Typce-C*1，音频*1
扩展插槽：暂无数据
机箱材质：暂无数据
板材厚度：暂无数据"
微星MPG SEKIRA 500G 黑金佩龙斧,1299,,,https://2e.zol-img.com.cn/product/200_320x240/898/cemrfo2qaTYM.jpg,"机箱类型：台式机箱（中塔）
机箱结构：ATX
适用主板：EATX板型，MATX板型，ATX板型，ITX板....>>
电源设计：暂无数据
扩展插槽：10个
前置接口：USB3.2 Gen 1 Type-A接口 x4 USB3.2 ....>>
机箱材质：ABS+SPCC+铝材+钢化玻璃
板材厚度：0.6mm"
银欣ALTA G1M,559,499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100025230062.html,https://2d.zol-img.com.cn/product/225_320x240/131/ceLJEwOLd1lSs.jpg,"机箱类型：台式机箱
机箱结构：MATX
适用主板：MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：4个
前置接口：USB3.0接口 x2
机箱材质：塑胶，钢
板材厚度：暂无数据"
半岛铁盒毕方mini,119,109.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100075397990.html,https://2f.zol-img.com.cn/product/269_320x240/255/ceLcgxvTnRKy6.jpg,"机箱类型：台式机箱（mini），玻璃侧透机箱
机箱结构：MATX
适用主板：M-ATX（紧凑型），MINI-ITX（迷你型....>>
电源设计：暂无数据
扩展插槽：4个
前置接口：USB2.0*2 + USB3.0*1
机箱材质：SPCC钢材钢化玻璃
板材厚度：暂无数据"
乔思伯TK-3,524,489.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100077875555.html,https://2b.zol-img.com.cn/product/262_320x240/889/ce4cKM3Ahth2.jpg,"机箱类型：中型机箱（中塔机箱）
机箱结构：暂无数据
适用主板：ATX（标准型），M-ATX（紧凑型）
电源设计：暂无数据
前置接口：USB3.2 Gen2 Type-C x1，USB3.0 x2
扩展插槽：暂无数据
机箱材质：钢；钢化玻璃
板材厚度：0.7mm"
Tt 钢影透S 限定版,259,229.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100095313617.html,https://2e.zol-img.com.cn/product/265_320x240/222/cedCRzGDdfcc.jpg,"机箱类型：玻璃侧透机箱
机箱结构：ATX
适用主板：ATX板型，MATX板型，ITX板型，EATX板....>>
电源设计：下置电源
扩展插槽：7个
前置接口：USB2.0x1,USB3.0 x1
机箱材质：SPCC钢材；钢化玻璃
板材厚度：暂无数据"
安钛克P20C,479,459.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100055006197.html,https://2d.zol-img.com.cn/product/229_320x240/191/ceWTT2o9GDpCk.jpg,"机箱类型：游戏机箱
机箱结构：ATX
适用主板：EATX板型，ATX板型，MATX板型，ITX板....>>
电源设计：暂无数据
扩展插槽：7个
前置接口：USB3.0接口 x2，Type-C接口 x1
机箱材质：暂无数据
板材厚度：暂无数据"
爱国者F70,179,179.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100051773940.html,https://2d.zol-img.com.cn/product/259_320x240/329/ceo8W4s5AMmqM.jpg,"机箱类型：玻璃侧透机箱
机箱结构：MATX
适用主板：E-ATX，ATX，M-ATX，ITX
电源设计：暂无数据
扩展插槽：7个
前置接口：暂无数据
机箱材质：暂无数据
板材厚度：暂无数据"
航嘉MVP Ares阿瑞斯（2020版）,339,,,https://2e.zol-img.com.cn/product/225_320x240/920/ceOQLQJArL1Wk.jpg,"机箱类型：台式机箱
机箱结构：暂无数据
适用主板：ATX板型，MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：7个
前置接口：USB3.0接口 x1 USB2.0接口 x2....>>
机箱材质：SPCC
板材厚度：0.7mm"
海盗船4000D,599,629.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100008614683.html,https://2f.zol-img.com.cn/product/225_320x240/395/celJF5V2ryN.jpg,"机箱类型：台式机箱（中塔）
机箱结构：ATX
适用主板：EATX板型，ATX板型，MATX板型，ITX板....>>
电源设计：暂无数据
扩展插槽：9个
前置接口：USB3.0接口 x1
机箱材质：钢化玻璃，ABS塑料
板材厚度：暂无数据"
海盗船iCUE 4000X RGB,750,,,https://2f.zol-img.com.cn/product/225_320x240/675/ceHdWgJZsk5.jpg,"机箱类型：台式机箱（中塔）
机箱结构：ATX
适用主板：EATX板型，ATX板型，MATX板型，ITX板....>>
电源设计：暂无数据
扩展插槽：9个
前置接口：USB3.0接口 x1
机箱材质：钢化玻璃，ABS塑料
板材厚度：暂无数据"
乔思伯C6 ITX,209,199.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100108354148.html,https://2e.zol-img.com.cn/product/265_320x240/138/ce7VVaBFOSHgI.jpg,"机箱类型：MINI机箱
机箱结构：ITX
适用主板：ITX板型，MINI-DTX板型
电源设计：上置电源
前置接口：USB3.0 x1,TypeC x1 支持Type-C接口
扩展插槽：暂无数据
机箱材质：钢
板材厚度：0.7mm"
联力A3,519,399.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100118124627.html,https://2e.zol-img.com.cn/product/265_320x240/564/ceVHQdjS1rCdA.jpg,"机箱类型：小型机箱
机箱结构：MATX
适用主板：MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：4个
前置接口：USB3.0 x2,USB3.1 TypeC x1
机箱材质：钢铁
板材厚度：暂无数据"
GAMEMAX 俏皮兔,139,,,https://2f.zol-img.com.cn/product/225_320x240/327/cegD2Csmpd33.jpg,"机箱类型：台式机箱
机箱结构：MATX
适用主板：MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：4个
前置接口：USB3.0接口 x1 USB2.0接口 x1
机箱材质：暂无数据
板材厚度：暂无数据"
Tt CORE G3,359,,,https://2a.zol-img.com.cn/product/176_320x240/840/cedjdTPtKFn8U.jpg,"机箱类型：台式机箱
机箱结构：ATX
适用主板：ATX板型，MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：2个
前置接口：USB3.0接口 x2 USB2.0接口 x2
机箱材质：SPCC（轧碳钢薄板及带）
板材厚度：暂无数据"
动力火车未知玩家X100 USB3.0版,162,129.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10084059171132.html,https://2c.zol-img.com.cn/product/259_320x240/654/ceSV229cxtlvg.jpg,"机箱类型：MINI机箱
机箱结构：ITX
适用主板：Micro-ATX，Mini-ITX
电源设计：暂无数据
扩展插槽：4个
前置接口：USB3.0
机箱材质：暂无数据
板材厚度：暂无数据"
动力火车未知玩家X100 Type-C版,189,149.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10084059171135.html,https://2a.zol-img.com.cn/product/259_320x240/652/ceIjtgX0vfurk.jpg,"机箱类型：MINI机箱
机箱结构：ITX
适用主板：Micro-ATX，Mini-ITX
电源设计：暂无数据
扩展插槽：4个
前置接口：USB3.0，Type-C
机箱材质：暂无数据
板材厚度：暂无数据"
酷冷至尊蒙面杀手（RC-102C-KKN1）,159,,,https://2d.zol-img.com.cn/product/115_320x240/313/ceR9ergkOqi7o.jpg,"机箱类型：台式机箱（中塔）
机箱结构：暂无数据
适用主板：ATX板型，MATX板型，MITX板型
电源设计：暂无数据
前置接口：USB3.0接口 x1 USB2.0接口 x1
扩展插槽：暂无数据
机箱材质：SGCC（热浸镀锌钢板）
板材厚度：暂无数据"
安钛克P7 NEO,299,297.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10044464072747.html,https://2e.zol-img.com.cn/product/225_320x240/162/ceRTaiTuXYIk.jpg,"机箱类型：台式机箱（中塔）
机箱结构：暂无数据
适用主板：EATX板型（需移除ODD），ATX板型，MA....>>
电源设计：暂无数据
扩展插槽：7个
前置接口：USB3.0接口 x2
机箱材质：暂无数据
板材厚度：暂无数据"
大水牛幻月,129,,,https://2e.zol-img.com.cn/product/198_320x240/466/ceP52l8Cjgo6.jpg,"机箱类型：台式机箱（中塔）
机箱结构：ATX
适用主板：ATX板型，MATX板型，ITX板型
电源设计：暂无数据
扩展插槽：7个
前置接口：USB3.0接口 x1 USB2.0接口 x2
机箱材质：SPCC（轧碳钢薄板及带）
板材厚度：0.6mm"
酷冷至尊侦察兵2（侧透版）,499,,,https://2e.zol-img.com.cn/product/168_320x240/40/ce1xXeC9ztBmg.jpg,"机箱类型：台式机箱（中塔）
机箱结构：ATX
适用主板：MATX，ATX
电源设计：暂无数据
前置接口：USB 3.0接口 x2 USB 2.0接口 x2
扩展插槽：暂无数据
机箱材质：塑料，钢板，铁网
板材厚度：0.7mm"
海盗船780T,1209,,,https://2b.zol-img.com.cn/product/222_320x240/295/cekAkRxMpOGr2.jpg,"机箱类型：台式机箱（全塔）
机箱结构：ATX
适用主板：EATX板型，ATX板型，MATX板型，ITX板....>>
电源设计：暂无数据
扩展插槽：9个
前置接口：USB3.0接口 x2 USB2.0接口 x2
机箱材质：暂无数据
板材厚度：暂无数据"
银欣CS380,899,734.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10020268892582.html,https://2a.zol-img.com.cn/product/225_320x240/186/ceKdYPpLz3aSg.jpg,"机箱类型：服务器机箱
机箱结构：ATX
适用主板：ATX板型
电源设计：暂无数据
扩展插槽：7个
前置接口：USB3.0接口 x2
机箱材质：SPCC（轧碳钢薄板及带）
板材厚度：暂无数据"
Tt The Tower 300,799,699.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100091613180.html,https://2d.zol-img.com.cn/product/259_320x240/705/ceNWiGSwYoqbo.png,"机箱类型：异形机箱
机箱结构：暂无数据
适用主板：暂无数据
电源设计：暂无数据
扩展插槽：4个
前置接口：USB 3.0 x 2
机箱材质：SPCC，钢化玻璃
板材厚度：暂无数据"
爱国者月光宝盒T10,239,,,https://2f.zol-img.com.cn/product/169_320x240/803/cegU3TxZdqyqQ.jpg,"机箱类型：台式机箱（中塔）
机箱结构：ATX
适用主板：ATX板型，MATX板型
电源设计：暂无数据
前置接口：USB2.0接口 x2 USB3.0接口 x1
扩展插槽：暂无数据
机箱材质：上盖侧板SPCC (烤漆)，内件SPCC(烤漆....>>
板材厚度：上盖：0.6mm 侧板后板：0.45mm 其....>>"
